day,monument_distance_m,y_panel_m,x_line_m,face_x_m,face_ahead_of_line_m,subsidence_mm,subsidence_prov,subsidence_basis,subsidence_sigma_mm,subsidence_rate_mm_per_day,tilt_y_urad,curvature_y_per_km,disp_y_mm,strain_y_ustrain,derived_prov,derived_basis,tilt_y_physics_urad,strain_y_physics_ustrain,tilt_x_urad,tilt_x_prov,tilt_x_basis
210,150.1,136.63,258.0,840.0,582.0,-203.0,real,measured: JMMF 2022 digitised,0.0,-0.277,3822.0,-0.213,-222.7,12289.0,synthetic,derived from the real-anchored surface,5039.0,6036.0,49.0,synthetic,physics model only (no along-panel survey)
210,160.0,146.53,258.0,840.0,582.0,-117.0,real,measured: JMMF 2022 digitised,0.0,-0.244,999.0,-0.3081,-58.2,16844.0,synthetic,derived from the real-anchored surface,4049.0,5555.0,36.0,synthetic,physics model only (no along-panel survey)
210,170.0,156.53,258.0,840.0,582.0,-164.0,real,measured: JMMF 2022 digitised,0.0,-0.25,-940.0,-0.0227,54.8,1158.0,synthetic,derived from the real-anchored surface,3151.0,4874.0,26.0,synthetic,physics model only (no along-panel survey)
210,180.0,166.53,258.0,840.0,582.0,-222.0,real,measured: JMMF 2022 digitised,0.0,-0.26,746.0,0.3172,-43.5,-17320.0,synthetic,derived from the real-anchored surface,2380.0,4097.0,18.0,synthetic,physics model only (no along-panel survey)
210,190.0,176.53,258.0,840.0,582.0,-101.0,real,measured: JMMF 2022 digitised,0.0,-0.224,3945.0,0.2496,-229.9,-13922.0,synthetic,derived from the real-anchored surface,1746.0,3308.0,13.0,synthetic,physics model only (no along-panel survey)
210,200.0,186.53,258.0,840.0,582.0,-106.0,real,measured: JMMF 2022 digitised,0.0,-0.149,4928.0,-0.0521,-287.1,2537.0,synthetic,derived from the real-anchored surface,1243.0,2572.0,8.0,synthetic,physics model only (no along-panel survey)
250,-270.0,-283.47,258.0,1000.0,742.0,-6.6,pinned,physics fit + GP correction,22.3,-0.002,-321.0,-0.0154,18.7,865.0,synthetic,derived from the real-anchored surface,-10.0,39.0,0.0,synthetic,physics model only (no along-panel survey)
250,-260.1,-273.57,258.0,1000.0,742.0,-10.6,pinned,physics fit + GP correction,14.8,-0.006,-469.0,-0.0101,27.3,507.0,synthetic,derived from the real-anchored surface,-19.0,69.0,0.0,synthetic,physics model only (no along-panel survey)
250,-250.0,-263.47,258.0,1000.0,742.0,-15.3,pinned,physics fit + GP correction,12.6,-0.015,-421.0,0.0223,24.5,-1256.0,synthetic,derived from the real-anchored surface,-35.0,120.0,0.0,synthetic,physics model only (no along-panel survey)
250,-240.0,-253.47,258.0,1000.0,742.0,-18.0,pinned,physics fit + GP correction,12.4,-0.024,-86.0,0.0352,5.0,-1862.0,synthetic,derived from the real-anchored surface,-62.0,200.0,0.0,synthetic,physics model only (no along-panel survey)
250,-230.1,-243.57,258.0,1000.0,742.0,-17.7,pinned,physics fit + GP correction,12.3,-0.03,52.0,-0.0153,-3.0,850.0,synthetic,derived from the real-anchored surface,-105.0,322.0,0.0,synthetic,physics model only (no along-panel survey)
250,-220.0,-233.47,258.0,1000.0,742.0,-18.9,pinned,physics fit + GP correction,12.3,-0.037,-341.0,-0.0467,19.9,2393.0,synthetic,derived from the real-anchored surface,-175.0,507.0,0.0,synthetic,physics model only (no along-panel survey)
250,-210.1,-223.57,258.0,1000.0,742.0,-23.7,pinned,physics fit + GP correction,12.4,-0.047,-482.0,0.0325,28.1,-1835.0,synthetic,derived from the real-anchored surface,-281.0,765.0,1.0,synthetic,physics model only (no along-panel survey)
250,-199.8,-213.27,258.0,1000.0,742.0,-25.3,pinned,physics fit + GP correction,12.3,-0.055,249.0,0.0815,-14.5,-4187.0,synthetic,derived from the real-anchored surface,-447.0,1133.0,1.0,synthetic,physics model only (no along-panel survey)
250,-189.9,-203.37,258.0,1000.0,742.0,-20.6,pinned,physics fit + GP correction,12.3,-0.054,467.0,-0.0633,-27.2,3676.0,synthetic,derived from the real-anchored surface,-676.0,1598.0,1.0,synthetic,physics model only (no along-panel survey)
250,-180.1,-193.57,258.0,1000.0,742.0,-21.8,pinned,physics fit + GP correction,12.3,-0.056,-956.0,-0.1965,55.7,10699.0,synthetic,derived from the real-anchored surface,-991.0,2173.0,2.0,synthetic,physics model only (no along-panel survey)
250,-170.1,-183.57,258.0,1000.0,742.0,-40.3,pinned,physics fit + GP correction,12.3,-0.072,-2513.0,-0.0735,146.4,4103.0,synthetic,derived from the real-anchored surface,-1421.0,2868.0,3.0,synthetic,physics model only (no along-panel survey)
250,-160.3,-173.77,258.0,1000.0,742.0,-65.0,pinned,physics fit + GP correction,12.3,-0.092,-2229.0,0.108,129.9,-5548.0,synthetic,derived from the real-anchored surface,-1967.0,3633.0,5.0,synthetic,physics model only (no along-panel survey)
250,-150.1,-163.57,258.0,1000.0,742.0,-82.1,pinned,physics fit + GP correction,12.3,-0.099,-1262.0,0.0312,73.5,-1434.0,synthetic,derived from the real-anchored surface,-2676.0,4467.0,7.0,synthetic,physics model only (no along-panel survey)
250,-140.1,-153.57,258.0,1000.0,742.0,-96.9,pinned,physics fit + GP correction,12.3,-0.098,-2070.0,-0.1847,120.6,10225.0,synthetic,derived from the real-anchored surface,-3511.0,5249.0,10.0,synthetic,physics model only (no along-panel survey)
250,-130.2,-143.67,258.0,1000.0,742.0,-128.0,pinned,physics fit + GP correction,12.3,-0.106,-4264.0,-0.2149,248.4,11971.0,synthetic,derived from the real-anchored surface,-4462.0,5897.0,14.0,synthetic,physics model only (no along-panel survey)
250,-120.1,-133.57,258.0,1000.0,742.0,-179.6,pinned,physics fit + GP correction,12.4,-0.131,-5651.0,-0.0453,329.3,2809.0,synthetic,derived from the real-anchored surface,-5527.0,6322.0,18.0,synthetic,physics model only (no along-panel survey)
250,-109.7,-123.17,258.0,1000.0,742.0,-238.0,pinned,physics fit + GP correction,12.3,-0.17,-5375.0,0.0652,313.2,-3210.0,synthetic,derived from the real-anchored surface,-6671.0,6396.0,24.0,synthetic,physics model only (no along-panel survey)
250,-100.1,-113.57,258.0,1000.0,742.0,-287.4,pinned,physics fit + GP correction,12.3,-0.209,-5099.0,-0.0375,297.1,2430.0,synthetic,derived from the real-anchored surface,-7706.0,6052.0,31.0,synthetic,physics model only (no along-panel survey)
250,-90.0,-103.47,258.0,1000.0,742.0,-344.2,pinned,physics fit + GP correction,12.3,-0.252,-6491.0,-0.233,378.2,13256.0,synthetic,derived from the real-anchored surface,-8692.0,5205.0,38.0,synthetic,physics model only (no along-panel survey)
250,-79.9,-93.37,258.0,1000.0,742.0,-423.7,pinned,physics fit + GP correction,12.3,-0.294,-9392.0,-0.3146,547.2,17988.0,synthetic,derived from the real-anchored surface,-9488.0,3847.0,47.0,synthetic,physics model only (no along-panel survey)
250,-70.0,-83.47,258.0,1000.0,742.0,-531.7,pinned,physics fit + GP correction,12.3,-0.333,-12317.0,-0.2574,717.6,14680.0,synthetic,derived from the real-anchored surface,-9998.0,2059.0,56.0,synthetic,physics model only (no along-panel survey)
250,-59.9,-73.37,258.0,1000.0,742.0,-666.6,pinned,physics fit + GP correction,12.3,-0.378,-14076.0,-0.0638,820.1,3340.0,synthetic,derived from the real-anchored surface,-10171.0,-139.0,66.0,synthetic,physics model only (no along-panel survey)
250,-50.0,-63.47,258.0,1000.0,742.0,-804.2,pinned,physics fit + GP correction,12.2,-0.426,-13189.0,0.247,768.5,-13928.0,synthetic,derived from the real-anchored surface,-9948.0,-2527.0,75.0,synthetic,physics model only (no along-panel survey)
250,-41.0,-54.47,258.0,1000.0,742.0,-910.1,pinned,physics fit + GP correction,12.3,-0.459,-10132.0,0.3826,590.3,-21179.0,synthetic,derived from the real-anchored surface,-9385.0,-4765.0,83.0,synthetic,physics model only (no along-panel survey)
250,-29.8,-43.27,258.0,1000.0,742.0,-1003.1,pinned,physics fit + GP correction,12.5,-0.475,-6994.0,0.1209,407.5,-7230.0,synthetic,derived from the real-anchored surface,-8207.0,-7439.0,92.0,synthetic,physics model only (no along-panel survey)
250,-19.9,-33.37,258.0,1000.0,742.0,-1070.9,pinned,physics fit + GP correction,12.3,-0.487,-7016.0,-0.0673,408.8,2755.0,synthetic,derived from the real-anchored surface,-6758.0,-9525.0,99.0,synthetic,physics model only (no along-panel survey)
250,-9.9,-23.37,258.0,1000.0,742.0,-1142.3,pinned,physics fit + GP correction,12.3,-0.516,-6898.0,0.1447,401.9,-8550.0,synthetic,derived from the real-anchored surface,-4968.0,-11213.0,105.0,synthetic,physics model only (no along-panel survey)
250,-0.2,-13.67,258.0,1000.0,742.0,-1197.6,pinned,physics fit + GP correction,12.3,-0.545,-4074.0,0.4056,237.4,-22803.0,synthetic,derived from the real-anchored surface,-2996.0,-12341.0,108.0,synthetic,physics model only (no along-panel survey)
250,9.9,-3.57,258.0,1000.0,742.0,-1217.1,pinned,physics fit + GP correction,12.4,-0.555,180.0,0.39,-10.5,-22420.0,synthetic,derived from the real-anchored surface,-794.0,-12904.0,110.0,synthetic,physics model only (no along-panel survey)
250,20.1,6.63,258.0,1000.0,742.0,-1197.6,pinned,physics fit + GP correction,12.3,-0.544,3400.0,0.2458,-198.1,-14543.0,synthetic,derived from the real-anchored surface,1471.0,-12802.0,110.0,synthetic,physics model only (no along-panel survey)
250,30.0,16.53,258.0,1000.0,742.0,-1153.3,pinned,physics fit + GP correction,12.3,-0.524,5407.0,0.1677,-315.1,-9722.0,synthetic,derived from the real-anchored surface,3596.0,-12066.0,107.0,synthetic,physics model only (no along-panel survey)
250,40.0,26.53,258.0,1000.0,742.0,-1092.1,pinned,physics fit + GP correction,12.4,-0.5,6688.0,0.0817,-389.7,-4796.0,synthetic,derived from the real-anchored surface,5565.0,-10733.0,103.0,synthetic,physics model only (no along-panel survey)
250,50.2,36.73,258.0,1000.0,742.0,-1021.2,pinned,physics fit + GP correction,12.4,-0.472,7118.0,0.0237,-414.7,-1884.0,synthetic,derived from the real-anchored surface,7289.0,-8857.0,97.0,synthetic,physics model only (no along-panel survey)
250,60.4,46.93,258.0,1000.0,742.0,-946.0,pinned,physics fit + GP correction,12.3,-0.439,7829.0,0.1429,-456.1,-8335.0,synthetic,derived from the real-anchored surface,8648.0,-6592.0,89.0,synthetic,physics model only (no along-panel survey)
250,70.1,56.63,258.0,1000.0,742.0,-861.0,pinned,physics fit + GP correction,12.3,-0.393,9897.0,0.2546,-576.7,-14059.0,synthetic,derived from the real-anchored surface,9552.0,-4229.0,81.0,synthetic,physics model only (no along-panel survey)
250,80.1,66.63,258.0,1000.0,742.0,-750.6,pinned,physics fit + GP correction,12.3,-0.33,11908.0,0.1016,-693.8,-5652.0,synthetic,derived from the real-anchored surface,10064.0,-1749.0,72.0,synthetic,physics model only (no along-panel survey)
250,90.0,76.53,258.0,1000.0,742.0,-632.2,pinned,physics fit + GP correction,12.3,-0.267,11602.0,-0.1459,-676.0,7874.0,synthetic,derived from the real-anchored surface,10159.0,581.0,63.0,synthetic,physics model only (no along-panel survey)
250,100.0,86.53,258.0,1000.0,742.0,-525.1,pinned,physics fit + GP correction,12.3,-0.224,9750.0,-0.1856,-568.1,10555.0,synthetic,derived from the real-anchored surface,9873.0,2655.0,53.0,synthetic,physics model only (no along-panel survey)
250,110.0,96.53,258.0,1000.0,742.0,-435.7,pinned,physics fit + GP correction,12.3,-0.202,8235.0,-0.1239,-479.8,7472.0,synthetic,derived from the real-anchored surface,9265.0,4325.0,44.0,synthetic,physics model only (no along-panel survey)
250,120.0,106.53,258.0,1000.0,742.0,-359.5,pinned,physics fit + GP correction,12.3,-0.191,6992.0,-0.131,-407.4,7469.0,synthetic,derived from the real-anchored surface,8410.0,5516.0,36.0,synthetic,physics model only (no along-panel survey)
250,129.9,116.43,258.0,1000.0,742.0,-296.4,pinned,physics fit + GP correction,12.3,-0.182,5810.0,-0.0921,-338.5,5314.0,synthetic,derived from the real-anchored surface,7404.0,6200.0,29.0,synthetic,physics model only (no along-panel survey)
250,140.0,126.53,258.0,1000.0,742.0,-241.3,pinned,physics fit + GP correction,12.4,-0.167,5190.0,-0.0538,-302.4,3743.0,synthetic,derived from the real-anchored surface,6300.0,6419.0,22.0,synthetic,physics model only (no along-panel survey)
250,150.1,136.63,258.0,1000.0,742.0,-193.6,pinned,physics fit + GP correction,12.3,-0.142,3962.0,-0.2188,-230.8,12622.0,synthetic,derived from the real-anchored surface,5197.0,6225.0,17.0,synthetic,physics model only (no along-panel survey)
250,160.0,146.53,258.0,1000.0,742.0,-167.9,pinned,physics fit + GP correction,12.3,-0.126,1034.0,-0.3211,-60.3,17551.0,synthetic,derived from the real-anchored surface,4176.0,5728.0,12.0,synthetic,physics model only (no along-panel survey)
250,170.0,156.53,258.0,1000.0,742.0,-170.3,pinned,physics fit + GP correction,12.3,-0.128,-992.0,-0.024,57.8,1221.0,synthetic,derived from the real-anchored surface,3250.0,5026.0,9.0,synthetic,physics model only (no along-panel survey)
250,180.0,166.53,258.0,1000.0,742.0,-174.5,pinned,physics fit + GP correction,12.4,-0.133,771.0,0.332,-44.9,-18132.0,synthetic,derived from the real-anchored surface,2455.0,4225.0,6.0,synthetic,physics model only (no along-panel survey)
250,190.0,176.53,258.0,1000.0,742.0,-149.4,pinned,physics fit + GP correction,12.6,-0.114,4123.0,0.2618,-240.2,-14601.0,synthetic,derived from the real-anchored surface,1800.0,3411.0,4.0,synthetic,physics model only (no along-panel survey)
250,200.0,186.53,258.0,1000.0,742.0,-100.3,pinned,physics fit + GP correction,15.0,-0.075,5156.0,-0.0543,-300.4,2642.0,synthetic,derived from the real-anchored surface,1281.0,2652.0,3.0,synthetic,physics model only (no along-panel survey)
690,-270.0,-283.47,258.0,2500.0,2242.0,-5.0,real,measured: JMMF 2022 digitised,0.0,0.006,-335.0,-0.0266,19.5,1505.0,synthetic,derived from the real-anchored surface,-10.0,40.0,-0.0,synthetic,physics model only (no along-panel survey)
690,-260.1,-273.57,258.0,2500.0,2242.0,-10.0,real,measured: JMMF 2022 digitised,0.0,0.006,-619.0,-0.025,36.0,1347.0,synthetic,derived from the real-anchored surface,-20.0,70.0,-0.0,synthetic,physics model only (no along-panel survey)
690,-250.0,-263.47,258.0,2500.0,2242.0,-11.0,real,measured: JMMF 2022 digitised,0.0,0.004,-696.0,0.014,40.5,-775.0,synthetic,derived from the real-anchored surface,-36.0,122.0,-0.0,synthetic,physics model only (no along-panel survey)
690,-240.0,-253.47,258.0,2500.0,2242.0,-28.0,real,measured: JMMF 2022 digitised,0.0,-0.001,-397.0,0.0355,23.1,-1847.0,synthetic,derived from the real-anchored surface,-63.0,204.0,-0.0,synthetic,physics model only (no along-panel survey)
690,-230.1,-243.57,258.0,2500.0,2242.0,-28.0,real,measured: JMMF 2022 digitised,0.0,-0.007,-255.0,-0.0168,14.9,952.0,synthetic,derived from the real-anchored surface,-107.0,328.0,-0.0,synthetic,physics model only (no along-panel survey)
690,-220.0,-233.47,258.0,2500.0,2242.0,-30.0,real,measured: JMMF 2022 digitised,0.0,-0.014,-701.0,-0.0549,40.8,2833.0,synthetic,derived from the real-anchored surface,-179.0,516.0,-0.0,synthetic,physics model only (no along-panel survey)
690,-210.1,-223.57,258.0,2500.0,2242.0,-23.0,real,measured: JMMF 2022 digitised,0.0,-0.022,-908.0,0.0297,52.9,-1691.0,synthetic,derived from the real-anchored surface,-287.0,779.0,-0.0,synthetic,physics model only (no along-panel survey)
690,-199.8,-213.27,258.0,2500.0,2242.0,-58.0,real,measured: JMMF 2022 digitised,0.0,-0.033,-139.0,0.0911,8.1,-4700.0,synthetic,derived from the real-anchored surface,-455.0,1155.0,-0.0,synthetic,physics model only (no along-panel survey)
690,-189.9,-203.37,258.0,2500.0,2242.0,-131.0,real,measured: JMMF 2022 digitised,0.0,-0.046,176.0,-0.0565,-10.3,3305.0,synthetic,derived from the real-anchored surface,-689.0,1629.0,-0.0,synthetic,physics model only (no along-panel survey)
690,-180.1,-193.57,258.0,2500.0,2242.0,-48.0,real,measured: JMMF 2022 digitised,0.0,-0.055,-1240.0,-0.2012,72.3,10924.0,synthetic,derived from the real-anchored surface,-1010.0,2214.0,-0.0,synthetic,physics model only (no along-panel survey)
690,-170.1,-183.57,258.0,2500.0,2242.0,-121.0,real,measured: JMMF 2022 digitised,0.0,-0.06,-2839.0,-0.0732,165.4,4048.0,synthetic,derived from the real-anchored surface,-1449.0,2923.0,-1.0,synthetic,physics model only (no along-panel survey)
690,-160.3,-173.77,258.0,2500.0,2242.0,-174.0,real,measured: JMMF 2022 digitised,0.0,-0.061,-2460.0,0.1273,143.3,-6635.0,synthetic,derived from the real-anchored surface,-2005.0,3703.0,-1.0,synthetic,physics model only (no along-panel survey)
690,-150.1,-163.57,258.0,2500.0,2242.0,-175.0,real,measured: JMMF 2022 digitised,0.0,-0.065,-1247.0,0.0556,72.6,-2793.0,synthetic,derived from the real-anchored surface,-2727.0,4553.0,-2.0,synthetic,physics model only (no along-panel survey)
690,-140.1,-153.57,258.0,2500.0,2242.0,-155.0,real,measured: JMMF 2022 digitised,0.0,-0.067,-1894.0,-0.1802,110.3,9986.0,synthetic,derived from the real-anchored surface,-3579.0,5350.0,-2.0,synthetic,physics model only (no along-panel survey)
690,-130.2,-143.67,258.0,2500.0,2242.0,-195.0,real,measured: JMMF 2022 digitised,0.0,-0.065,-4189.0,-0.2403,244.1,13442.0,synthetic,derived from the real-anchored surface,-4548.0,6010.0,-3.0,synthetic,physics model only (no along-panel survey)
690,-120.1,-133.57,258.0,2500.0,2242.0,-235.0,real,measured: JMMF 2022 digitised,0.0,-0.064,-5978.0,-0.0976,348.3,5801.0,synthetic,derived from the real-anchored surface,-5633.0,6444.0,-4.0,synthetic,physics model only (no along-panel survey)
690,-109.7,-123.17,258.0,2500.0,2242.0,-329.0,real,measured: JMMF 2022 digitised,0.0,-0.074,-6294.0,0.0104,366.7,-157.0,synthetic,derived from the real-anchored surface,-6800.0,6520.0,-5.0,synthetic,physics model only (no along-panel survey)
690,-100.1,-113.57,258.0,2500.0,2242.0,-361.0,real,measured: JMMF 2022 digitised,0.0,-0.098,-6362.0,-0.0459,370.7,2827.0,synthetic,derived from the real-anchored surface,-7854.0,6169.0,-7.0,synthetic,physics model only (no along-panel survey)
690,-90.0,-103.47,258.0,2500.0,2242.0,-467.0,real,measured: JMMF 2022 digitised,0.0,-0.126,-7436.0,-0.1623,433.2,9257.0,synthetic,derived from the real-anchored surface,-8860.0,5305.0,-8.0,synthetic,physics model only (no along-panel survey)
690,-79.9,-93.37,258.0,2500.0,2242.0,-474.0,real,measured: JMMF 2022 digitised,0.0,-0.136,-9394.0,-0.2129,547.3,12280.0,synthetic,derived from the real-anchored surface,-9671.0,3921.0,-10.0,synthetic,physics model only (no along-panel survey)
690,-70.0,-83.47,258.0,2500.0,2242.0,-643.0,real,measured: JMMF 2022 digitised,0.0,-0.12,-11506.0,-0.2043,670.4,11611.0,synthetic,derived from the real-anchored surface,-10191.0,2098.0,-12.0,synthetic,physics model only (no along-panel survey)
690,-59.9,-73.37,258.0,2500.0,2242.0,-737.0,real,measured: JMMF 2022 digitised,0.0,-0.085,-13057.0,-0.0692,760.8,3500.0,synthetic,derived from the real-anchored surface,-10368.0,-142.0,-14.0,synthetic,physics model only (no along-panel survey)
690,-50.0,-63.47,258.0,2500.0,2242.0,-825.0,real,measured: JMMF 2022 digitised,0.0,-0.049,-12291.0,0.2358,716.1,-13309.0,synthetic,derived from the real-anchored surface,-10140.0,-2576.0,-16.0,synthetic,physics model only (no along-panel survey)
690,-41.0,-54.47,258.0,2500.0,2242.0,-1047.0,real,measured: JMMF 2022 digitised,0.0,-0.024,-9285.0,0.3801,541.0,-20950.0,synthetic,derived from the real-anchored surface,-9566.0,-4857.0,-18.0,synthetic,physics model only (no along-panel survey)
690,-29.8,-43.27,258.0,2500.0,2242.0,-977.0,real,measured: JMMF 2022 digitised,0.0,-0.006,-6263.0,0.0973,364.9,-5862.0,synthetic,derived from the real-anchored surface,-8365.0,-7583.0,-20.0,synthetic,physics model only (no along-panel survey)
690,-19.9,-33.37,258.0,2500.0,2242.0,-1095.0,real,measured: JMMF 2022 digitised,0.0,0.004,-6633.0,-0.1094,386.5,5114.0,synthetic,derived from the real-anchored surface,-6889.0,-9709.0,-22.0,synthetic,physics model only (no along-panel survey)
690,-9.9,-23.37,258.0,2500.0,2242.0,-1163.0,real,measured: JMMF 2022 digitised,0.0,0.013,-6886.0,0.1175,401.2,-6987.0,synthetic,derived from the real-anchored surface,-5064.0,-11430.0,-23.0,synthetic,physics model only (no along-panel survey)
690,-0.2,-13.67,258.0,2500.0,2242.0,-1267.0,real,measured: JMMF 2022 digitised,0.0,0.018,-4204.0,0.4015,245.0,-22505.0,synthetic,derived from the real-anchored surface,-3054.0,-12579.0,-24.0,synthetic,physics model only (no along-panel survey)
690,9.9,-3.57,258.0,2500.0,2242.0,-1250.0,real,measured: JMMF 2022 digitised,0.0,0.015,42.0,0.3884,-2.4,-22298.0,synthetic,derived from the real-anchored surface,-809.0,-13153.0,-24.0,synthetic,physics model only (no along-panel survey)
690,20.1,6.63,258.0,2500.0,2242.0,-1249.0,real,measured: JMMF 2022 digitised,0.0,0.004,3197.0,0.2352,-186.2,-13963.0,synthetic,derived from the real-anchored surface,1499.0,-13049.0,-24.0,synthetic,physics model only (no along-panel survey)
690,30.0,16.53,258.0,2500.0,2242.0,-1196.0,real,measured: JMMF 2022 digitised,0.0,-0.01,5107.0,0.1623,-297.6,-9452.0,synthetic,derived from the real-anchored surface,3666.0,-12299.0,-23.0,synthetic,physics model only (no along-panel survey)
690,40.0,26.53,258.0,2500.0,2242.0,-1163.0,real,measured: JMMF 2022 digitised,0.0,-0.023,6436.0,0.0985,-375.0,-5767.0,synthetic,derived from the real-anchored surface,5672.0,-10940.0,-23.0,synthetic,physics model only (no along-panel survey)
690,50.2,36.73,258.0,2500.0,2242.0,-1100.0,real,measured: JMMF 2022 digitised,0.0,-0.029,7154.0,0.0612,-416.8,-4009.0,synthetic,derived from the real-anchored surface,7430.0,-9027.0,-21.0,synthetic,physics model only (no along-panel survey)
690,60.4,46.93,258.0,2500.0,2242.0,-980.0,real,measured: JMMF 2022 digitised,0.0,-0.024,8261.0,0.1783,-481.4,-10329.0,synthetic,derived from the real-anchored surface,8815.0,-6719.0,-20.0,synthetic,physics model only (no along-panel survey)
690,70.1,56.63,258.0,2500.0,2242.0,-916.0,real,measured: JMMF 2022 digitised,0.0,-0.014,10556.0,0.2624,-615.0,-14484.0,synthetic,derived from the real-anchored surface,9736.0,-4311.0,-18.0,synthetic,physics model only (no along-panel survey)
690,80.1,66.63,258.0,2500.0,2242.0,-765.0,real,measured: JMMF 2022 digitised,0.0,-0.009,12448.0,0.0706,-725.3,-3884.0,synthetic,derived from the real-anchored surface,10258.0,-1783.0,-16.0,synthetic,physics model only (no along-panel survey)
690,90.0,76.53,258.0,2500.0,2242.0,-646.0,real,measured: JMMF 2022 digitised,0.0,-0.013,11702.0,-0.1992,-681.8,10896.0,synthetic,derived from the real-anchored surface,10355.0,593.0,-14.0,synthetic,physics model only (no along-panel survey)
690,100.0,86.53,258.0,2500.0,2242.0,-525.0,real,measured: JMMF 2022 digitised,0.0,-0.023,9336.0,-0.23,-544.0,13086.0,synthetic,derived from the real-anchored surface,10064.0,2706.0,-12.0,synthetic,physics model only (no along-panel survey)
690,110.0,96.53,258.0,2500.0,2242.0,-499.0,real,measured: JMMF 2022 digitised,0.0,-0.035,7521.0,-0.1377,-438.2,8268.0,synthetic,derived from the real-anchored surface,9443.0,4408.0,-10.0,synthetic,physics model only (no along-panel survey)
690,120.0,106.53,258.0,2500.0,2242.0,-406.0,real,measured: JMMF 2022 digitised,0.0,-0.047,6312.0,-0.111,-367.8,6325.0,synthetic,derived from the real-anchored surface,8572.0,5622.0,-8.0,synthetic,physics model only (no along-panel survey)
690,129.9,116.43,258.0,2500.0,2242.0,-353.0,real,measured: JMMF 2022 digitised,0.0,-0.054,5462.0,-0.0473,-318.2,2751.0,synthetic,derived from the real-anchored surface,7547.0,6320.0,-6.0,synthetic,physics model only (no along-panel survey)
690,140.0,126.53,258.0,2500.0,2242.0,-295.0,real,measured: JMMF 2022 digitised,0.0,-0.052,5341.0,-0.0042,-311.2,930.0,synthetic,derived from the real-anchored surface,6422.0,6543.0,-5.0,synthetic,physics model only (no along-panel survey)
690,150.1,136.63,258.0,2500.0,2242.0,-315.0,real,measured: JMMF 2022 digitised,0.0,-0.043,4515.0,-0.1929,-263.1,11135.0,synthetic,derived from the real-anchored surface,5297.0,6345.0,-4.0,synthetic,physics model only (no along-panel survey)
690,160.0,146.53,258.0,2500.0,2242.0,-146.0,real,measured: JMMF 2022 digitised,0.0,-0.024,1678.0,-0.3275,-97.8,17862.0,synthetic,derived from the real-anchored surface,4256.0,5839.0,-3.0,synthetic,physics model only (no along-panel survey)
690,170.0,156.53,258.0,2500.0,2242.0,-202.0,real,measured: JMMF 2022 digitised,0.0,0.002,-493.0,-0.042,28.7,2208.0,synthetic,derived from the real-anchored surface,3312.0,5123.0,-2.0,synthetic,physics model only (no along-panel survey)
690,180.0,166.53,258.0,2500.0,2242.0,-235.0,real,measured: JMMF 2022 digitised,0.0,0.023,1132.0,0.3239,-65.9,-17647.0,synthetic,derived from the real-anchored surface,2502.0,4306.0,-1.0,synthetic,physics model only (no along-panel survey)
690,190.0,176.53,258.0,2500.0,2242.0,-140.0,real,measured: JMMF 2022 digitised,0.0,0.028,4446.0,0.2603,-259.1,-14479.0,synthetic,derived from the real-anchored surface,1835.0,3477.0,-1.0,synthetic,physics model only (no along-panel survey)
690,200.0,186.53,258.0,2500.0,2242.0,-116.0,real,measured: JMMF 2022 digitised,0.0,0.02,5444.0,-0.061,-317.2,3031.0,synthetic,derived from the real-anchored surface,1306.0,2703.0,-1.0,synthetic,physics model only (no along-panel survey)
